Constituencies, CANDIDATE NAME , PARTY , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
Kalamnuri,7 Piraji Gangaram Ingole,BSP,1001,0.51%,305506,
Kalamnuri,8 Paikrao Ashok Wamanrao,IND,744,0.51%,305506,
Kalamnuri,TOTAL,NA,211354,0.47%,NA,
Hingoli,1 Tanhaji Sakharamji Mutkule,BJP,95318,0.35%,312431,
Hingoli,2 Patil Bhaurao Baburao,INC,71253,69.18%,312431,
Hingoli,3 Vasim Deshmukh,VBA,19856,47.58%,312431,
Hingoli,4 Adv.Vijay Dnyanba Raut,PHJSP,4646,35.57%,312431,
Hingoli,5 Asaraji (Pappu) Suresh Chavan,IND,1733,9.91%,312431,
Hingoli,6 Suresh Mohan Gaikwad,BSP,1567,2.32%,312431,
Hingoli,7 NOTA,NOTA,1369,0.87%,312431,
Hingoli,8 Muktarodin Azizodin Shekh,IND,967,0.78%,312431,
Hingoli,9 Raavan alias Ramesh Punjaji Dhabe,APoI,845,0.68%,312431,
Hingoli,10 Ganesh Govindrao Wankhede,BHJSRP,655,0.48%,312431,
Hingoli,11 Sayyed A. Khadir Sayyed Mastan (Goregaonkar),IND,622,0.42%,312431,
Hingoli,12 Vinod Keshavrao Paratwar,IND,526,0.33%,312431,
Hingoli,13 Sunil Dasharath Ingole,BAHUMP,345,0.31%,312431,
Hingoli,14 Prakash Mahadu Raut,IND,325,0.26%,312431,
Hingoli,15 Adv. Sadashiv Yadavrao Hatkar,BVA,292,0.17%,312431,
Hingoli,TOTAL,NA,200319,0.16%,NA,
Jintur,1 Bordikar Meghna Deepak Sakore,BJP,116913,0.15%,350923,
Jintur,2 Bhambale Vijay Manikrao,NCP,113196,64.12%,350923,
Jintur,3 Manohar Rustum Wakle,VBA,13172,45.46%,350923,
Jintur,4 Patil Ram Sukhdev,IND,4727,44.02%,350923,
Jintur,5 Ankush Sitaram Rathod,CPI,1792,5.12%,350923,
Jintur,6 NOTA,NOTA,1460,1.84%,350923,
Jintur,7 Rajesh Bhagwanrao Bhise,IND,1366,0.70%,350923,
Jintur,8 Gaikwad Dinkar Dharoji,BAHUMP,1216,0.57%,350923,
Jintur,9 Devanand Shamrao Ratne,IND,837,0.53%,350923,
Jintur,10 Ghansawadh Rajendra Sahaduji,BSP,791,0.47%,350923,
Jintur,11 Balaji Madhavrao Shinde,SBBGP,578,0.33%,350923,
Jintur,12 Dnyandev Narayanrao Dabhade,IND,433,0.31%,350923,
Jintur,13 Mahendra Bajirao Kale,ANC,388,0.22%,350923,
Jintur,14 Syed Javed Hashmi Syed Amir Hashmi,IND,288,0.17%,350923,
Jintur,TOTAL,NA,257157,0.15%,NA,
Parbhani,1 DR. RAHUL VEDPRAKASH PATIL,SHS,104584,0.11%,306460,
Parbhani,2 MOHAMMAD GOUSE ZAIN,VBA,22794,73.28%,306460,
Parbhani,3 ALI KHAN MOIN KHAN,AIMIM,22741,54.40%,306460,
Parbhani,4 SURESH KUNDLIKRAO NAGRE,IND,18431,11.86%,306460,
Parbhani,5 DESHMUKH RAVIRAJ ASHOKRAO,INC,15580,11.83%,306460,
Parbhani,6 SACHIN BHIMRAO PATIL,MNS,1917,9.59%,306460,
Parbhani,7 NOTA,NOTA,1586,8.10%,306460,
Parbhani,8 PRATIBHA PRAMOD MESHRAM,BSP,848,1.00%,306460,
Parbhani,9 VINOD ANNA RANGNATHARAO BHOSALE,BMUP,717,0.82%,306460,
Parbhani,10 SANGITA PRABHAKAR JAGADE,IND,704,0.44%,306460,
Parbhani,11 BODHANE SHIVLING MAHADAPA,PHJSP,554,0.37%,306460,
Parbhani,12 SHAMIM KHAN NASEER KHAN,IND,465,0.37%,306460,
Parbhani,13 GOVIND (BHAIYA) RAMRAO DESHMUKH PEDGAONKAR,IND,462,0.29%,306460,
Parbhani,14 ADV. AFZAL BAIG SAHAB,IND,377,0.24%,306460,
Parbhani,15 ABDUL ZAMEER JAMMU BOSS,IND,257,0.24%,306460,
Parbhani,16 SK. ALI SK. NABI,IND,243,0.20%,306460,
Parbhani,TOTAL,NA,192260,0.13%,NA,
Gangakhed,1 RATNAKAR MANIKRAO GUTTE,RSPS,81169,0.13%,389421,
Gangakhed,2 KADAM VISHAL VIJAYKUMAR,SHS,63111,62.74%,389421,
Gangakhed,3 SITARAM CHIMAJI GHANDAT,IND,52247,30.07%,389421,
Gangakhed,4 KARUNABAI BALASAHEB KUNDGIR,VBA,28837,23.38%,389421,
Gangakhed,5 SANTOSH TRIMBAK MURKUTE,IND,22955,19.36%,389421,
Gangakhed,6 DR. KENDRE MADHUSUDAN MANIKRAO,NCP,8204,10.68%,389421,
Gangakhed,7 VITHTHAL KONDIBA JAWADE,MNS,4079,8.50%,389421,
Gangakhed,8 ADV. SANJIV DEVRAO PRADHAN,IND,1732,3.04%,389421,
Gangakhed,9 NOTA,NOTA,1601,1.51%,389421,
Gangakhed,10 GAJANAN DIGAMBAR GIRI,BVA,1329,0.64%,389421,
Gangakhed,11 TUKARAM TATERAO VHAWALE,IND,1131,0.59%,389421,
Gangakhed,12 BALAJI MAROTI SAGAR,IND,1036,0.49%,389421,
Gangakhed,13 SAKHARAM GYANABA BOBDE,MHBHVCAG,722,0.42%,389421,
Gangakhed,14 KHANDARE DEVRAO GANPATRAO,BSP,692,0.38%,389421,
Gangakhed,15 AJAHAR SHAIKH MEHTAB SHAIKH,IND,568,0.27%,389421,
Gangakhed,16 GAJANAN BABURAO MARGIL,IND,505,0.26%,389421,
Gangakhed,TOTAL,NA,269918,0.21%,NA,
Pathri,1 WARPUDKAR SURESH AMBADASRAO,INC,105625,0.19%,353895,
Pathri,2 PHAD MOHAN MADHAVRAO,BJP,90851,69.31%,353895,
Pathri,3 VILAS SAHEB BABAR,VBA,21744,44.69%,353895,
Pathri,4 DR JAGDISH BALASAHEB SHINDE,IND,8551,38.44%,353895,
Pathri,5 AJAY SADASHIV SOLANKE,ARP,1771,9.20%,353895,
Pathri,6 NOTA,NOTA,1696,3.62%,353895,
Pathri,7 GAUTAM VAIJNATHRAO UJGARE,BSP,1515,0.75%,353895,
Pathri,8 MUJEEB ALAM BADARE ALAM,IND,1222,0.72%,353895,
Pathri,9 CHAVAN NARAYAN TUKARAM,IND,1176,0.64%,353895,
Pathri,10 JAIJAIRAM SHRIRAM VIGHNE,IND,1155,0.52%,353895,
Pathri,11 MOIZ ANSARI ABDUL QUADER,BMUP,1024,0.50%,353895,
Pathri,TOTAL,NA,236330,0.49%,NA,
Partur,1 BABANRAO DATTATRYA YADAV(LONIKAR),BJP,106321,0.43%,296299,
Partur,2 JETHLIYA SURESHKUMAR KANHAIYALAL,INC,80379,66.78%,296299,
Partur,3 SHIVAJI KAMLAJI SAWANE,VBA,8616,52.21%,296299,
Partur,4 COM. SARITA MAROTI KHANDARE,CPIM,2183,39.47%,296299,
Partur,5 NOTA,NOTA,1151,4.23%,296299,
Partur,6 NITIN BHAGWANRAO MORE,BSP,827,1.07%,296299,
Partur,7 PRAKASH ASARAM SOLANKE,MNS,818,0.57%,296299,
Partur,8 ADV. ARJUN GOVINDRAO CHAVAN,IND,661,0.41%,296299,
Partur,9 EHTESHAMUDDIN KHAWAJA MOHIUDDIN BUKHARI,IND,536,0.40%,296299,
Partur,10 SANJAY SHANKAR CHAVAN,IND,508,0.32%,296299,
Partur,11 ASHOK MAROTI RATHOD,IND,413,0.26%,296299,
Partur,12 MILIND DAMODHAR MAGARE,IND,356,0.25%,296299,
Partur,13 RAJU GULABRAO MORE,SBBGP,344,0.20%,296299,
Partur,14 SANTOSHKUMAR ANANDA MAGAR,AAAP,274,0.17%,296299,
Partur,15 AZHER YUNUS SHAIKH,IND,246,0.17%,296299,
Partur,TOTAL,NA,203633,0.13%,NA,
Ghansawangi,1 Rajeshbhaiyya Tope,NCP,107849,0.12%,312859,
Ghansawangi,2 Udhan Hikmat Baliram,SHS,104440,68.73%,312859,
Ghansawangi,3 Vishnu Shrirang Shelke,VBA,9293,47.09%,312859,
Ghansawangi,4 NOTA,NOTA,1842,45.60%,312859,
Ghansawangi,5 Sk Hasnodin Sk Mohidin,BSP,1074,4.06%,312859,
Ghansawangi,6 Shrihari Yadavrao Jagtap,IND,913,0.80%,312859,
Ghansawangi,7 Kailas Suryabhan Chormare,IND,723,0.47%,312859,
Ghansawangi,8 Ashok Raosaheb Aatole,BALP,592,0.40%,312859,
Ghansawangi,9 Vaijinath Prabhakar Mukane,IND,587,0.32%,312859,
Ghansawangi,10 Dr. Aappasaheb Onkarrao Kadam,STBP,555,0.26%,312859,
Ghansawangi,11 Kalyan Baburao Chimane,IND,477,0.26%,312859,
Ghansawangi,12 Ranjeeta Hridayanath Mane,IND,253,0.24%,312859,
Ghansawangi,13 Amjad Magdummayoddin Kaji,IND,252,0.21%,312859,
Ghansawangi,14 Babasaheb Patil Shinde,IND,199,0.11%,312859,
Ghansawangi,TOTAL,NA,229049,0.11%,NA,
Jalna,1 Gorantyal Kailas Kisanrao,INC,91835,0.09%,333456,
Jalna,2 Arjun Panditrao Khotkar,SHS,66497,73.21%,333456,
Jalna,3 Ashok Kharat,VBA,8336,49.28%,333456,
Jalna,4 Rashid Abdul Ajij,BSP,6686,35.69%,333456,
Jalna,5 Ekbal Ahemad Tajoddin Khan,AIMIM,4315,4.47%,333456,
Jalna,6 David Pralhadrao Dhumare,IND,1569,3.59%,333456,
Jalna,7 NOTA,NOTA,848,2.32%,333456,
Jalna,8 George Robinson Shinde,IND,689,0.84%,333456,
Jalna,9 Juned Yunus Qureshi,IND,511,0.46%,333456,
Jalna,10 Gautam Gangadhar Kakade,IND,422,0.37%,333456,
Jalna,11 Haresh Dhannulal Bhurewal,IND,390,0.27%,333456,
Jalna,12 Tulsabai Shankar Kshirsagar,IND,374,0.23%,333456,
Jalna,13 Chhaburao Kaduba Doifode,IND,359,0.21%,333456,
Jalna,14 Annasaheb Rambhau Chittekar,BMUP,343,0.20%,333456,
Jalna,15 Vinod Shamson Londhe,IND,328,0.19%,333456,
Jalna,16 Rekhabai Dhondiram Khande,IND,303,0.18%,333456,
Jalna,17 Ravi Pandurang Mhaske,PPID,247,0.18%,333456,
Jalna,18 Muneer Khan Pathan,POUI,231,0.16%,333456,
Jalna,19 Dwarkabai Kashinath Londhe,IND,199,0.13%,333456,
Jalna,20 Bhaskar Sheshrao Borde,IND,187,0.12%,333456,
Jalna,21 Anand Kundlik Mhaske,IND,180,0.11%,333456,
Jalna,22 Arjun Subhash Kanse,IND,175,0.10%,333456,
Jalna,23 Kailas Gangadhar Phulari,AAAP,165,0.10%,333456,
Jalna,24 Rahul Babanrao Ratnaparkhe,IND,154,0.09%,333456,
Jalna,25 Noorkhan Maheboob Khan,IND,143,0.09%,333456,
Jalna,26 Nade Dnyaneshwar Dagduji,IND,133,0.08%,333456,
Jalna,27 Arjunrao Dadapatil Bhandarge,IND,129,0.08%,333456,
Jalna,28 Baban Govindrao Borde,IND,129,0.07%,333456,
Jalna,29 Milind Balu Borde,IND,128,0.07%,333456,
Jalna,30 Ratan Asaram Landage,IND,111,0.07%,333456,
Jalna,31 Bijlabai Vitthal Mhaske,IND,76,0.07%,333456,
Jalna,32 Pratap Lahane Patil,STBP,75,0.06%,333456,
Jalna,33 Bhagwan Gowardhan Chavan,IND,73,0.04%,333456,
Jalna,TOTAL,NA,186340,0.04%,NA,
Badnapur,1 Kuche Narayan Tilakchand,BJP,105312,0.04%,307973,
Badnapur,2 Choudhari Rupkumar Alias Bablu Nehrulal,NCP,86700,55.88%,307973,
Badnapur,3 Rajendra Magre,VBA,9869,49.77%,307973,
Badnapur,4 Dr. Ashvini Sadashiv Gaikwad,IND,1881,40.98%,307973,
Badnapur,5 NOTA,NOTA,1753,4.66%,307973,
Badnapur,6 Bhosle Rajendra Raghunath,MNS,1643,0.89%,307973,
Badnapur,7 Vishnu Bhagaji Ingole,IND,1121,0.83%,307973,
Badnapur,8 Dnyaneshwar Hiraman Garbade,BSP,748,0.78%,307973,
Badnapur,9 Rahuldev Dadarao Bhalerao,IND,679,0.53%,307973,
Badnapur,10 Bhalerao Kakasaheb Baburao,IND,442,0.35%,307973,
Badnapur,11 Rahul Madhukar Kharat,IND,377,0.32%,307973,
Badnapur,12 Ratan Asaram Landge,IND,317,0.21%,307973,
Badnapur,13 Babasaheb Haribhau Kharat,IND,273,0.18%,307973,
Badnapur,14 Gachande Rajaram Suryabhan,IND,258,0.15%,307973,
Badnapur,15 Chabukswar Rahul Niranjan,IND,204,0.13%,307973,
Badnapur,TOTAL,NA,211577,0.12%,NA,
Bhokardan,1 Santosh Raosaheb Danve,BJP,118539,0.10%,306696,
Bhokardan,2 Chandrakant Pundlikrao Danwe,NCP,86049,68.70%,306696,
Bhokardan,3 Borhade Dipak Bhimarao,VBA,8298,54.65%,306696,
Bhokardan,4 NOTA,NOTA,1629,39.67%,306696,
Bhokardan,5 Nivrutti Vishwnath Bansode,BSP,1193,3.83%,306696,
Bhokardan,6 Raju Ashok Gawali,BTP,699,0.75%,306696,
Bhokardan,7 Mujahid Abdul Bari Siddiqui,IND,518,0.55%,306696,
Bhokardan,TOTAL,NA,216925,0.32%,NA,
Sillod,1 Abdul Sattar Abdul Nabi,SHS,123383,0.24%,316918,
Sillod,2 Prabhakar Manikrao Palodkar,IND,99002,70.73%,316918,
Sillod,3 Dadarao Kisanrao Wankhede,VBA,7817,51.75%,316918,
Sillod,4 Kaisar Azad Shaikh,INC,2962,41.52%,316918,
Sillod,5 NOTA,NOTA,2844,3.28%,316918,
Sillod,6 Sandip Eknath Suradkar,BSP,906,1.24%,316918,
Sillod,7 Jyoti Sahebrao Danke,IND,800,1.19%,316918,
Sillod,8 Ajabrao Patilba Mankar,IND,714,0.38%,316918,
Sillod,TOTAL,NA,238428,0.34%,NA,
Kannad,1 UDAYSING SARDARSING RAJPUT,SHS,79225,0.30%,314679,
Kannad,2 JADHAV HARSHAWARDHAN RAIBHANJI,IND,60535,75.23%,314679,
Kannad,3 KOLHE SANTOSH KISAN,NCP,43625,36.72%,314679,
Kannad,4 MARUTI GULAB RATHOD,VBA,14349,28.06%,314679,
Kannad,5 KISHOR (Aaba) NARAYANRAO PAWAR,IND,10614,20.22%,314679,
Kannad,6 VITTHALRAO NARAYAN THORAT,IND,3247,6.65%,314679,
Kannad,7 NOTA,NOTA,2167,4.92%,314679,
Kannad,8 SUNIL GULAB CHAVAN,PWPI,1242,1.50%,314679,
Kannad,9 AMBADAS BHIMAJI SAGAT,IND,746,1.00%,314679,
Kannad,TOTAL,NA,215750,0.58%,NA,
Phulambri,1 Bagde Haribhau Kisanrao,BJP,106190,0.35%,326352,
Phulambri,2 Dr. Kalyan Vaijinathrao Kale,INC,90916,68.56%,326352,
Phulambri,3 Jagannath Kachruji Rithe,VBA,15252,46.56%,326352,
Phulambri,4 Vikas Ravsaheb Dandge,IND,5327,39.87%,326352,
Phulambri,5 Sudhakar Vishvnath Shinde,PHJSP,2518,6.69%,326352,
Phulambri,6 Amar Suresh Deshmukh,MNS,1627,2.34%,326352,
Phulambri,7 NOTA,NOTA,1301,1.10%,326352,
Phulambri,8 Satyajit Yadavrao Salve,BSP,1273,0.71%,326352,
Phulambri,9 Dr. Dilawar Mirza Beg,IND,1188,0.57%,326352,
Phulambri,10 Adv. Sarode Vijaykumar Chhaganrao,IND,1077,0.56%,326352,
Phulambri,11 Raju Shahadrao Tribhuvan,IND,370,0.52%,326352,
Phulambri,12 Uttam Manikrao Kirtikar,IND,347,0.47%,326352,
Phulambri,13 Laxman Sonaji Kamble,PRBP,341,0.16%,326352,
Phulambri,14 Baliram Tejrao Mhaske,IND,327,0.15%,326352,
Phulambri,TOTAL,NA,228054,0.15%,NA,
Aurangabad central,1 JAISWAL PRADEEP SHIVNARAYAN,SHS,82217,0.14%,325835,
Aurangabad central,2 NASEERUDDIN TAQUIUDDIN SIDDIOQUI,AIMIM,68325,69.88%,325835,
Aurangabad central,3 AMIT SUDHAKAR BHUIGAL,VBA,27302,42.27%,325835,
Aurangabad central,4 ABDUL QADEER AMEER SAYYED,NCP,7290,35.12%,325835,
Aurangabad central,5 KIRTI MAHENDRA SHINDE,IND,2987,14.04%,325835,
Aurangabad central,6 NOTA,NOTA,1365,3.75%,325835,
Aurangabad central,7 CHETAN JANARDHAN KAMBLE,PWPI,1131,1.54%,325835,
Aurangabad central,8 ADV. ABHAY MANOHAR TAKSAL,CPI,1059,0.70%,325835,
Aurangabad central,9 NANA KISANRAO MHASKE,BSP,892,0.58%,325835,
Aurangabad central,10 SURESH GOVINDRAO GAIKWAD,IND,398,0.54%,325835,
Aurangabad central,11 VINAYAK TUKARAM BHANUSE,IND,385,0.46%,325835,
Aurangabad central,12 LATIF JABBAR KHAN,TPSTP,364,0.20%,325835,
Aurangabad central,13 AYYUB KHA SALEEM KHA PATHAN,IND,348,0.20%,325835,
Aurangabad central,14 ANWAR ALI,IND,238,0.19%,325835,
Aurangabad central,15 MOINUDDIN FAROOQUI,IND,219,0.18%,325835,
Aurangabad central,TOTAL,NA,194520,0.12%,NA,
Aurangabad West,1 Sanjay Pandurang Shirsat,SHS,83792,0.11%,336024,
Aurangabad West,2 Raju Ramrao Shinde,IND,43347,59.70%,336024,
Aurangabad West,3 Arun Vitthlrao Borde,AIMIM,39336,42.00%,336024,
Aurangabad West,4 Sandeep Bhausaheb Shirsat,VBA,25649,21.72%,336024,
Aurangabad West,5 NOTA,NOTA,3187,19.71%,336024,
Aurangabad West,6 Ramesh Kisan Jadhav,IND,713,12.85%,336024,
Aurangabad West,7 Kiran Bhimrao Chabukswar,IND,600,1.60%,336024,
Aurangabad West,8 Pradip Karbhari Tribhuwan,PHJSP,589,0.36%,336024,
Aurangabad West,9 Mali Vinod Ramsing,IND,518,0.30%,336024,
Aurangabad West,10 Amol Ashok Raiwale,IND,511,0.30%,336024,
Aurangabad West,11 Pankaja Ramhari Mane,IND,498,0.26%,336024,
Aurangabad West,12 Aucharmal Fakirchand Kashinath,APoI,428,0.26%,336024,
Aurangabad West,13 Manisha Kharat,BAHUMP,359,0.25%,336024,
Aurangabad West,TOTAL,NA,199527,0.21%,NA,
Aurangabad East,1 ATUL MORESHWAR SAVE,BJP,93966,0.18%,319209,
Aurangabad East,2 Dr. ABDUL GAFFAR QUADRI SYED,AIMIM,80036,59.38%,319209,
Aurangabad East,3 KALEEM CHOTU QURAISHI,SP,5555,48.10%,319209,
Aurangabad East,4 KISHOR VISHVANATH MHASKE,BSP,3970,40.97%,319209,
Aurangabad East,5 ISA YASEEN,MBT,2395,2.84%,319209,
Aurangabad East,6 NOTA,NOTA,1953,2.03%,319209,
Aurangabad East,7 YOUSUF MUKATI,IND,856,1.23%,319209,
Aurangabad East,8 MOHAMD JAKEER ABDUL QUADAR,IND,609,1.00%,319209,
Aurangabad East,9 MAHENDRA KACHARU SONAWANE,IND,535,0.44%,319209,
Aurangabad East,10 NEETA ABHIMANYU BHALERAO,IND,510,0.31%,319209,
Aurangabad East,11 BHUJANG BHIMRAO VIMALBAI,IND,495,0.27%,319209,
Aurangabad East,12 DAIVSHALI DEVIDAS ZINE,IND,480,0.26%,319209,
Aurangabad East,13 KIRAN GOVIND SHIRWAT,IND,377,0.25%,319209,
Aurangabad East,14 SUVARNA RAMAKANT BHOSALE,IND,365,0.25%,319209,
Aurangabad East,15 DINESH GAUTAM GAWALE,IND,353,0.19%,319209,
Aurangabad East,16 SURESH SANDUJI INGLE,IND,288,0.19%,319209,
Aurangabad East,17 AYUB HABIB KHAN,IND,260,0.18%,319209,
Aurangabad East,18 ADV RAMESHBHAI KHANDAGALE,IND,220,0.15%,319209,
Aurangabad East,19 RAHUL RAMKRUSHNA INGLE,IND,217,0.13%,319209,
Aurangabad East,20 SIDDHARTH SUBHASH SABLE,IND,210,0.11%,319209,
Aurangabad East,21 UDDHAV GOVARDHAN BANSODE,IND,202,0.11%,319209,
Aurangabad East,22 SHIVPRASAD ASHOK PAGAR,PHJSP,202,0.11%,319209,
Aurangabad East,23 HANIF SHAHA IBRAHIM SHAHA,IND,181,0.10%,319209,
Aurangabad East,24 MUKUND TRYAMBAK GHORPADE,IND,158,0.10%,319209,
Aurangabad East,25 DUSHYANT SHRAVAN PATIL,PPID,125,0.09%,319209,
Aurangabad East,26 SHAIKH KHAJA SHAIKH KASIM KISMATWALA,IND,118,0.08%,319209,
Aurangabad East,27 ABDUL AZIM ABDUL AZIZ SHAIKH,IND,99,0.06%,319209,
Aurangabad East,28 JIYAULLHA AKBAR SHAIKH,TPSTP,92,0.06%,319209,
Aurangabad East,29 SAYYED KARIM UL HUSAN SAYYED KHAJA,IND,87,0.05%,319209,
Aurangabad East,30 RAHUL HARIBHAU MANKAR,APoI,87,0.05%,319209,
Aurangabad East,31 PROF DR HARIDAS BHANUDAS NAGRE,IND,82,0.04%,319209,
Aurangabad East,32 VISHAL KADUBA PAKHARE,IND,75,0.04%,319209,
Aurangabad East,33 BABASAHEB SANTUKRAO SHELKE,SVPP,64,0.04%,319209,
Aurangabad East,34 LIYAKAT SHOUKAT KHAN,IND,63,0.04%,319209,
Aurangabad East,35 SHAFIQUE BUDHAN SHAIKH,IND,62,0.03%,319209,
Aurangabad East,TOTAL,NA,195347,0.03%,NA,
Paithan,1 Bhumare Sandipanrao Asaram,SHS,83403,0.03%,294058,
Paithan,2 Dattatray Radhakisan Gorde,NCP,69264,61.20%,294058,
Paithan,3 Chavhan Vijay Ambadas,VBA,20654,39.11%,294058,
Paithan,4 Pralhad Dhondiram Rathod,AIMIM,17212,32.48%,294058,
Paithan,5 Dhondibhau Bhimbhau Pujari,IND,11437,9.68%,294058,
Paithan,6 NOTA,NOTA,1998,8.07%,294058,
Paithan,7 Vijay Rangnath Gavali,BSP,1497,5.36%,294058,
Paithan,8 Sukhdev Rakhmaji Ban,IND,1279,0.94%,294058,
Paithan,9 Khonde Bharat Subhash,IND,1177,0.70%,294058,
Paithan,10 Shyam Pavalas Rupekar,IND,1059,0.60%,294058,
Paithan,11 Asalam Habib Shaikh,SMFB,930,0.55%,294058,
Paithan,12 Aadsul Ravsaheb Ratan,IND,751,0.50%,294058,
Paithan,13 Bhagwat Bapurao Bhumare,IND,748,0.44%,294058,
Paithan,14 Arjun Shankar Khandagale,ANC,669,0.35%,294058,
Paithan,15 Vishal Tulashidas Kharge,IND,618,0.35%,294058,
Paithan,16 Adv. Jadhav Trimbak Baburao Retired District Judge,STBP,573,0.31%,294058,
Paithan,TOTAL,NA,213269,0.29%,NA,
Gangapur,1 Bamb Prashant Bansilal,BJP,107193,0.27%,313553,
Gangapur,2 Mane Patil Santosh Annasaheb,NCP,72222,72.53%,313553,
Gangapur,3 Ankush Baburao Kalwane,VBA,15951,52.68%,313553,
Gangapur,4 NOTA,NOTA,1491,35.49%,313553,
Gangapur,5 Acchelal Ramnaresh Yadav,BSP,1445,7.84%,313553,
Gangapur,6 Shaikh Gulam Ali Mohmmad Hussain,IND,1273,0.73%,313553,
Gangapur,7 Bharat Asaram Fulare,IND,805,0.71%,313553,
Gangapur,8 Kashinath Haribhau Vetal,STBP,587,0.63%,313553,
Gangapur,9 Narayan Bhanudas Pawar,IND,575,0.40%,313553,
Gangapur,10 Jadhav Bharat Sukaji,IND,527,0.29%,313553,
Gangapur,11 Babasaheb Vishwanath Thorat,IND,359,0.28%,313553,
Gangapur,12 Devidas Ratan Kasabe,IND,306,0.26%,313553,
Gangapur,13 Babasaheb Arjun Gaikwad,IND,282,0.18%,313553,
Gangapur,14 Rahul Shivram Sonule,BMUP,254,0.15%,313553,
Gangapur,15 Pravin Himmatrao Ranyevale,PPID,213,0.14%,313553,
Gangapur,TOTAL,NA,203483,0.12%,NA,
Vaijapur,1 Bornare Ramesh Nanasaheb,SHS,98183,0.10%,310142,
Vaijapur,2 Abhay Kailasrao Patil,NCP,39020,64.90%,310142,
Vaijapur,3 Akil Gafur Shaikh,IND,21835,50.11%,310142,
Vaijapur,4 Pramod Shahadrao Nangare,VBA,10297,19.91%,310142,
Vaijapur,5 Rajiv Babanrao Dongre,IND,9824,11.14%,310142,
Vaijapur,6 Santosh Jagannath Jadhav,MNS,7224,5.26%,310142,
Vaijapur,7 Madhavrao Narharrao Paithane,IND,1564,5.01%,310142,
Vaijapur,8 Vishwas Bharat Patil,IND,1522,3.69%,310142,
Vaijapur,9 Dnyaneshwar Ghodke,PHJSP,1449,0.80%,310142,
Vaijapur,10 NOTA,NOTA,970,0.78%,310142,
Vaijapur,11 Babasaheb Bapurao Pagare,BSP,924,0.74%,310142,
Vaijapur,12 Sitaram Karbhari Ugale,STBP,857,0.50%,310142,
Vaijapur,13 Santosh Dhondiram Tagad,IND,706,0.47%,310142,
Vaijapur,14 Arvind Tukaram Pawar,IND,484,0.44%,310142,
Vaijapur,15 Laxman Manohar Pawar,IND,432,0.36%,310142,
Vaijapur,16 Kachru Shankar Pawar,IND,325,0.25%,310142,
Vaijapur,17 Bagul Ashok Shravan,IND,322,0.22%,310142,
Vaijapur,TOTAL,NA,195938,0.17%,NA,
Nandgaon,1 Suhas Dwarkanath Kande,SHS,85275,0.16%,317388,
Nandgaon,2 Pankaj Bhujbal,NCP,71386,63.18%,317388,
Nandgaon,3 Pagare Rajendra D.,VBA,13637,44.85%,317388,
Nandgaon,4 Engg. Ratnakar Dnyandev Pawar,IND,12257,37.54%,317388,
Nandgaon,5 NOTA,NOTA,1264,7.17%,317388,
Nandgaon,6 Govinda Ambar Borale,BSP,986,6.45%,317388,
Nandgaon,7 Vishal Shivaji Wadghule,AAAP,737,0.66%,317388,
Nandgaon,8 Bhagwan Namdeo Sonawane,IND,724,0.52%,317388,
Nandgaon,9 Mali Pundlik Laxman,IND,683,0.39%,317388,
Nandgaon,10 Sunil Tukaram Sonawane,IND,633,0.38%,317388,
Nandgaon,11 Kadam Sudarshan Raghunathrao,IND,571,0.36%,317388,
Nandgaon,12 Sanjay Babanrao Sanap,IND,512,0.33%,317388,
Nandgaon,13 Mangal Gorakh Amrale,IND,411,0.30%,317388,
Nandgaon,14 Rahul Popat Kaklij,IND,409,0.27%,317388,
Nandgaon,15 Shamim bhai Abdul Sattar Sonawala,IND,397,0.22%,317388,
Nandgaon,16 Ashok Raghunath Patil,IND,260,0.22%,317388,
Nandgaon,TOTAL,NA,190142,0.21%,NA,
Malegaon central,1 Mohammed Ismail Abdul Khalique,AIMIM,117242,0.14%,296749,
Malegaon central,2 Aasif Shaikh Rasheed,INC,78723,59.91%,296749,
Malegaon central,3 Dipali Vivek Warule,BJP,1450,58.52%,296749,
Malegaon central,4 NOTA,NOTA,1143,39.29%,296749,
Malegaon central,5 Sayyed Saleem Sayyed Aleem Urf Pasu Bhai,IND,412,0.72%,296749,
Malegaon central,6 Abdul Khalik Gulam Mohammad,IND,395,0.57%,296749,
Malegaon central,7 Rizwan Bhai Bettery Wala,IND,367,0.21%,296749,
Malegaon central,8 A.Hameed Kala Gandhi,IND,152,0.20%,296749,
Malegaon central,9 Maher Kausar Mo Lukman Ansari,IND,126,0.18%,296749,
Malegaon central,10 Abdul Wahid (Wahid Tailor),IND,110,0.08%,296749,
Malegaon central,11 Rauf Baba Khan,IND,66,0.06%,296749,
Malegaon central,12 Bahbood Abdul Khalique (Freedom Fighter),IND,59,0.05%,296749,
Malegaon central,13 Irfan Mo.Ishaque (Nadir),IND,50,0.03%,296749,
Malegaon central,14 Mohammad Ismail Jumman,IND,49,0.03%,296749,
Malegaon central,TOTAL,NA,200344,0.02%,NA,
Malegaon outer,1 Bhuse Dadaji Dagdu,SHS,121252,0.02%,341615,
Malegaon outer,2 Dr.Tushar Ramkrushna Shewale,INC,73568,67.51%,341615,
Malegaon outer,3 Anand Laxman Adhhav,BSP,2568,59.59%,341615,
Malegaon outer,4 NOTA,NOTA,1485,36.16%,341615,
